,Unnamed: 0,时间,水温,pH,溶解氧,电导率,浊度,高锰酸盐指数,氨氮,总磷,总氮,湿度,室温,叶绿素,藻密度
243,243,2022-08-12 00:00:00,23.914,8.29,5.919,236.341,36.929,0.66,0.038,0.01,0.053,,,,
244,244,2022-08-11 20:00:00,24.06,8.35,5.89,235.937,42.777,0.845,0.046,0.007,0.171,,,,
245,245,2022-08-11 16:00:00,23.919,8.38,5.926,234.623,47.184,0.816,0.038,0.008,0.178,,,,
246,246,2022-08-11 12:00:00,23.016,8.3,6.044,235.429,58.753,0.668,0.036,0.008,0.178,,,,
247,247,2022-08-11 08:00:00,22.652,8.22,6.073,236.995,26.134,0.758,0.042,0.007,0.178,,,,
248,248,2022-08-11 04:00:00,23.199,8.16,5.994,237.497,19.615,1.044,0.043,0.012,0.178,,,,
249,249,2022-08-11 00:00:00,23.67,8.26,5.949,235.586,31.655,0.765,0.042,0.01,0.139,,,,
250,250,2022-08-10 20:00:00,23.971,8.37,5.908,234.019,40.911,0.74,0.042,0.01,0.171,,,,
251,251,2022-08-10 16:00:00,23.8,8.38,5.937,233.998,23.033,0.612,0.038,0.008,0.152,,,,
252,252,2022-08-10 12:00:00,23.077,8.27,6.035,237.342,18.948,1.013,0.039,0.012,0.242,,,,
253,253,2022-08-10 08:00:00,22.708,8.23,6.062,238.697,14.788,0.837,0.044,0.008,0.146,,,,
254,254,2022-08-10 04:00:00,23.15,8.29,6.008,237.871,14.672,0.934,0.036,0.011,0.25,,,,
255,255,2022-08-10 00:00:00,23.617,8.36,5.978,235.63,7.444,0.908,0.036,0.01,0.16,,,,
256,256,2022-08-09 20:00:00,23.938,8.43,5.91,234.486,10.456,0.976,0.033,0.01,0.182,,,,
257,257,2022-08-09 16:00:00,24.162,8.45,5.876,233.624,7.201,0.963,0.037,0.01,0.149,,,,
258,258,2022-08-09 12:00:00,23.501,8.32,5.974,237.627,6.241,0.711,0.039,0.009,0.129,,,,
259,259,2022-08-09 08:00:00,22.979,8.24,6.04,239.859,7.509,0.921,0.05,0.009,0.161,,,,
260,260,2022-08-09 04:00:00,23.311,8.31,6.007,238.52,7.304,0.938,0.035,0.008,0.149,,,,
261,261,2022-08-09 00:00:00,23.571,8.38,5.971,236.404,4.319,0.862,0.035,0.007,0.111,,,,
262,262,2022-08-08 20:00:00,23.856,8.45,5.916,234.138,7.057,0.984,0.033,0.008,0.168,,,,
263,263,2022-08-08 16:00:00,23.746,8.44,5.936,233.999,5.858,0.78,0.034,0.007,0.14,,,,
264,264,2022-08-08 12:00:00,22.848,8.35,6.069,237.344,6.889,0.891,0.038,0.01,0.147,,,,
265,265,2022-08-08 08:00:00,22.518,8.25,6.114,238.721,8.409,0.748,0.04,0.01,0.168,,,,
266,266,2022-08-08 04:00:00,22.919,8.26,6.049,237.664,6.301,0.746,0.039,0.01,0.146,,,,
267,267,2022-08-08 00:00:00,23.233,8.39,5.999,234.917,5.424,0.635,0.038,0.009,0.128,,,,
268,268,2022-08-07 20:00:00,23.616,8.4,5.938,234.389,4.692,0.788,0.039,0.008,0.111,,,,
269,269,2022-08-07 16:00:00,22.957,8.41,6.031,235.159,6.343,0.929,0.037,0.01,0.124,,,,
270,270,2022-08-07 12:00:00,22.214,8.24,6.143,238.485,7.117,0.589,0.039,0.008,0.144,,,,
271,271,2022-08-07 08:00:00,21.499,8.1,6.248,240.758,11.188,0.774,0.041,0.011,0.245,,,,
272,272,2022-08-07 04:00:00,21.669,8.15,6.22,240.53,10.615,0.834,0.043,0.011,0.194,,,,
273,273,2022-08-07 00:00:00,21.864,8.31,6.188,238.296,10.102,0.855,0.041,0.009,0.15,,,,
274,274,2022-08-06 20:00:00,21.995,8.4,6.168,235.489,7.299,0.757,0.033,0.009,0.138,,,,
275,275,2022-08-06 16:00:00,22.111,8.38,6.161,235.885,48.555,0.838,0.036,0.009,0.173,,,,
276,276,2022-08-05 12:00:00,22.081,8.41,6.169,237.04,27.85,0.771,0.033,0.008,0.135,,,,
277,277,2022-08-05 08:00:00,21.597,8.3,6.246,239.313,88.677,0.984,0.029,0.01,0.201,,,,
278,278,2022-08-05 04:00:00,21.935,8.31,6.187,239.334,89.847,0.947,0.035,0.01,0.197,,,,
279,279,2022-08-05 00:00:00,22.324,8.37,6.158,237.414,49.063,0.744,0.029,0.008,0.128,,,,
280,280,2022-08-04 20:00:00,22.517,8.42,6.119,235.81,81.635,0.9,0.026,0.01,0.205,,,,
281,281,2022-08-04 16:00:00,22.781,8.42,6.064,235.483,86.513,0.715,0.029,0.008,0.123,,,,
282,282,2022-08-04 12:00:00,22.268,8.38,6.172,238.464,58.986,0.757,0.03,0.01,0.12,,,,
283,283,2022-08-04 08:00:00,21.971,8.29,6.201,239.737,74.962,0.883,0.026,0.011,0.161,,,,
284,284,2022-08-04 04:00:00,22.24,8.36,6.158,238.79,72.146,0.879,0.026,0.009,0.151,,,,
285,285,2022-08-04 00:00:00,22.487,8.4,6.132,236.472,54.645,0.733,0.032,0.008,0.112,,,,
286,286,2022-08-03 20:00:00,22.817,8.47,6.076,234.422,110.323,0.912,0.03,0.008,0.167,,,,
287,287,2022-08-03 16:00:00,22.943,8.48,6.067,234.643,142.653,0.771,0.034,0.008,0.115,,,,
288,288,2022-08-03 12:00:00,21.987,8.4,6.219,237.94,75.578,0.748,0.032,0.008,0.108,,,,
289,289,2022-08-03 08:00:00,21.296,8.32,6.294,239.547,52.924,0.854,0.034,0.008,0.118,,,,
290,290,2022-08-03 04:00:00,21.483,8.22,6.257,239.818,79.122,0.723,0.035,0.009,0.137,,,,
291,291,2022-08-03 00:00:00,21.681,8.3,6.256,237.556,90.99,0.736,0.033,0.01,0.131,,,,
292,292,2022-08-02 20:00:00,21.849,8.36,6.221,237.213,73.759,0.87,0.03,0.01,0.172,,,,
293,293,2022-08-02 16:00:00,22.25,8.31,6.168,239.001,101.081,0.824,0.033,0.01,0.121,,,,
294,294,2022-08-02 12:00:00,21.32,8.26,6.28,241.246,81.374,0.652,0.034,0.009,0.158,,,,
295,295,2022-08-02 08:00:00,20.78,8.2,6.339,242.146,63.374,0.706,0.033,0.01,0.153,,,,
296,296,2022-08-02 04:00:00,21.042,8.26,6.303,241.071,100.796,0.879,0.032,0.01,0.154,,,,
297,297,2022-08-02 00:00:00,21.295,8.29,6.278,239.465,181.619,0.832,0.032,0.009,0.127,,,,
298,298,2022-08-01 20:00:00,21.577,8.28,6.232,239.377,66.769,0.933,0.034,0.008,0.179,,,,
299,299,2022-08-01 16:00:00,21.88,8.33,6.197,237.946,117.948,0.826,0.031,0.008,0.135,,,,
300,300,2022-08-01 12:00:00,21.87,8.3,6.215,239.093,58.842,0.715,0.025,0.007,0.132,,,,
301,301,2022-08-01 08:00:00,21.724,8.27,6.221,239.657,38.295,0.702,0.025,0.007,0.126,,,,
302,302,2022-08-01 04:00:00,21.834,8.26,6.215,240.394,22.972,0.846,0.025,0.01,0.169,,,,
303,303,2022-08-01 00:00:00,22.111,8.37,6.18,235.229,73.857,0.727,0.025,0.009,0.116,,,,
304,304,2022-07-31 20:00:00,21.984,8.37,6.18,234.426,62.456,0.887,0.029,0.013,0.187,,,,
305,305,2022-07-31 16:00:00,20.825,8.35,6.413,236.326,52.113,0.795,0.024,0.01,0.175,,,,
306,306,2022-07-31 12:00:00,20.776,8.27,5.93,238.622,21.065,0.795,0.024,0.01,0.175,,,,
307,307,2022-07-31 08:00:00,20.756,8.23,5.573,240.259,36.589,,,,,,,,
308,308,2022-07-31 04:00:00,20.873,8.27,5.898,239.394,55.344,0.723,0.028,0.008,0.147,,,,
309,309,2022-07-31 00:00:00,20.871,8.34,6.062,238.511,56.631,0.766,0.025,0.011,0.182,,,,
310,310,2022-07-30 20:00:00,20.818,8.43,6.509,236.411,46.997,0.841,0.026,0.008,0.112,,,,
311,311,2022-07-30 16:00:00,20.961,8.51,6.844,234.062,90.439,0.916,0.024,0.009,0.153,,,,
312,312,2022-07-30 12:00:00,20.786,8.39,6.471,236.483,73.013,0.795,0.026,0.01,0.129,,,,
313,313,2022-07-30 08:00:00,20.738,8.38,6.376,235.375,91.125,0.766,0.025,0.007,0.116,,,,
314,314,2022-07-30 04:00:00,20.989,8.4,6.594,234.513,100.33,0.786,0.021,0.009,0.123,,,,
315,315,2022-07-30 00:00:00,20.987,8.45,7.017,231.244,87.338,0.887,0.022,0.011,0.177,,,,
316,316,2022-07-29 20:00:00,21.128,8.51,7.313,230.034,81.458,0.695,0.026,0.01,0.162,,,,
317,317,2022-07-29 16:00:00,21.076,8.49,6.922,232.148,75.918,0.916,0.024,0.006,0.115,,,,
318,318,2022-07-29 12:00:00,20.819,8.37,6.282,237.278,91.713,0.862,0.027,0.009,0.172,,,,
319,319,2022-07-29 08:00:00,20.709,8.3,6.17,238.135,74.701,0.832,0.028,0.01,0.16,,,,
320,320,2022-07-29 04:00:00,20.766,8.36,6.444,235.617,73.559,0.807,0.022,0.011,0.197,,,,
321,321,2022-07-29 00:00:00,20.758,8.44,6.842,232.861,98.679,0.618,0.024,0.009,0.132,,,,
322,322,2022-07-28 20:00:00,20.848,8.51,7.018,231.803,142.182,0.82,0.021,0.008,0.125,,,,
323,323,2022-07-28 16:00:00,20.904,8.55,7.043,231.917,77.079,0.837,0.02,0.011,0.163,,,,
324,324,2022-07-28 12:00:00,20.542,8.4,6.349,237.864,55.671,0.958,0.021,0.012,0.218,,,,
325,325,2022-07-28 08:00:00,20.432,8.3,6.056,240.065,57.755,0.728,0.028,0.009,0.154,,,,
326,326,2022-07-28 04:00:00,20.481,8.35,5.996,239.229,49.333,0.912,0.027,0.01,0.214,,,,
327,327,2022-07-28 00:00:00,20.624,8.41,6.473,237.169,68.247,0.544,0.026,0.008,0.102,,,,
328,328,2022-07-27 20:00:00,20.684,8.47,6.571,235.359,51.945,0.895,0.025,0.008,0.14,,,,
329,329,2022-07-27 16:00:00,20.74,8.44,6.64,235.757,80.068,0.719,0.03,0.01,0.131,,,,
330,330,2022-07-27 12:00:00,20.626,8.35,6.203,238.112,105.422,0.702,0.024,0.01,0.161,,,,
331,331,2022-07-27 08:00:00,20.463,8.23,5.694,240.079,46.521,0.681,0.03,0.009,0.197,,,,
332,332,2022-07-27 04:00:00,20.486,8.3,6.021,238.464,94.529,0.846,0.027,0.008,0.143,,,,
333,333,2022-07-27 00:00:00,20.653,8.42,6.304,237.157,61.84,1.053,0.023,0.01,0.193,,,,
334,334,2022-07-26 20:00:00,20.586,8.48,6.777,234.866,176.616,0.853,0.023,0.008,0.131,,,,
335,335,2022-07-26 16:00:00,20.705,8.51,6.738,235.536,112.562,0.778,0.024,0.009,0.135,,,,
336,336,2022-07-26 12:00:00,20.564,8.38,6.394,238.163,76.911,0.727,0.026,0.006,0.115,,,,
337,337,2022-07-26 08:00:00,20.479,8.24,5.733,241.694,56.431,0.778,0.037,0.007,0.168,,,,
338,338,2022-07-26 04:00:00,20.519,8.27,5.822,240.574,48.186,0.791,0.034,0.009,0.174,,,,
339,339,2022-07-26 00:00:00,20.464,8.33,6.225,238.679,73.288,0.846,0.028,0.011,0.213,,,,
340,340,2022-07-25 20:00:00,20.539,8.42,6.334,237.764,63.113,0.921,0.026,0.013,0.222,,,,
341,341,2022-07-25 16:00:00,20.578,8.37,6.618,243.198,133.733,0.888,0.026,0.012,0.193,,,,
342,342,2022-07-25 12:00:00,20.437,8.35,6.314,239.196,98.843,1.031,0.03,0.007,0.183,,,,
343,343,2022-07-25 08:00:00,20.414,8.25,5.969,240.834,62.987,0.968,0.03,0.01,0.183,,,,
344,344,2022-07-25 04:00:00,20.428,8.31,5.934,239.898,51.199,1.116,0.025,0.012,0.252,,,,
345,345,2022-07-25 00:00:00,20.456,8.38,6.308,238.393,108.281,0.986,0.025,0.012,0.188,,,,
346,346,2022-07-24 20:00:00,20.519,8.41,6.654,235.962,203.634,0.87,0.02,0.011,0.175,,,,
347,347,2022-07-24 16:00:00,20.709,8.43,6.64,236.788,175.795,0.98,0.02,0.012,0.225,,,,
348,348,2022-07-24 12:00:00,20.532,8.28,5.918,241.534,76.254,1.181,0.028,0.011,0.259,,,,
349,349,2022-07-24 08:00:00,20.435,8.19,5.822,243.782,130.72,0.821,0.038,0.012,0.205,,,,
350,350,2022-07-24 04:00:00,20.521,8.15,5.738,244.544,64.862,0.988,0.047,0.009,0.2,,,,
351,351,2022-07-24 00:00:00,20.625,8.19,5.82,242.272,69.021,1.156,0.05,0.015,0.245,,,,
352,352,2022-07-23 20:00:00,20.678,8.24,6.032,241.551,76.604,1.152,0.074,0.014,0.278,,,,
353,353,2022-07-23 16:00:00,20.625,8.23,6.017,242.286,89.152,1.139,0.084,0.014,0.258,,,,
354,354,2022-07-23 12:00:00,20.544,8.24,5.883,241.722,93.69,1.01,0.042,0.007,0.205,,,,
355,355,2022-07-23 08:00:00,20.596,8.25,5.502,242.476,36.565,0.816,0.037,0.01,0.212,,,,
356,356,2022-07-23 04:00:00,20.663,8.24,5.829,241.691,91.013,0.921,0.025,0.009,0.15,,,,
357,357,2022-07-23 00:00:00,20.767,8.29,5.816,240.078,60.642,0.807,0.028,0.012,0.189,,,,
358,358,2022-07-22 20:00:00,20.75,8.38,6.308,237.842,206.516,0.913,0.026,0.009,0.168,,,,
359,359,2022-07-22 16:00:00,20.848,8.38,6.3,238.549,87.194,1.026,0.02,0.007,0.179,,,,
360,360,2022-07-22 12:00:00,20.694,8.29,5.801,241.243,53.889,0.897,0.028,0.012,0.229,,,,
361,361,2022-07-22 08:00:00,20.533,8.21,5.857,242.383,75.9,0.883,0.03,0.01,0.181,,,,
362,362,2022-07-22 04:00:00,20.596,8.25,5.792,241.459,50.103,0.891,0.027,0.01,0.154,,,,
363,363,2022-07-22 00:00:00,20.736,8.29,5.843,240.784,56.128,1.157,0.025,0.011,0.222,,,,
364,364,2022-07-21 20:00:00,20.851,8.32,6.138,239.618,70.663,0.963,0.028,0.01,0.169,,,,
365,365,2022-07-21 16:00:00,21.016,8.36,6.159,238.979,101.65,0.989,0.019,0.007,0.168,,,,
366,366,2022-07-21 12:00:00,20.995,8.24,5.912,241.403,53.418,0.929,0.032,0.01,0.208,,,,
367,367,2022-07-21 08:00:00,20.953,8.18,5.431,243.485,90.934,0.963,0.036,0.013,0.267,,,,
368,368,2022-07-21 04:00:00,20.989,8.2,5.77,242.306,47.543,1.013,0.049,0.01,0.233,,,,
369,369,2022-07-21 00:00:00,20.995,8.28,6.068,238.862,33.586,1.068,0.032,0.009,0.209,,,,
370,370,2022-07-20 20:00:00,21.13,8.34,6.31,236.957,38.016,1.047,0.027,0.011,0.202,,,,
371,371,2022-07-20 16:00:00,21.156,8.3,6.193,238.369,41.373,1.072,0.03,0.012,0.25,,,,
372,372,2022-07-20 12:00:00,20.898,8.15,5.569,242.535,28.386,1.282,0.047,0.012,0.351,,,,
373,373,2022-07-20 08:00:00,20.719,8.04,5.476,244.812,47.766,0.879,0.083,0.012,0.295,,,,
374,374,2022-07-20 04:00:00,20.805,8.07,5.616,243.566,57.289,1.005,0.106,0.014,0.223,,,,
375,375,2022-07-20 00:00:00,20.885,8.11,5.656,242.984,19.913,1.291,0.192,0.016,0.305,,,,
376,376,2022-07-19 20:00:00,21.046,8.24,5.987,239.658,38.543,1.048,0.025,0.012,0.212,,,,
377,377,2022-07-19 16:00:00,21.139,8.25,5.891,238.737,32.858,1.213,0.021,0.013,0.338,,,,
378,378,2022-07-19 12:00:00,21.086,8.08,5.6,241.664,35.987,0.799,0.049,0.015,0.247,,,,
379,379,2022-07-19 08:00:00,21.043,8.1,5.565,242.031,21.965,1.228,0.027,0.014,0.324,,,,
380,380,2022-07-19 04:00:00,21.075,8.13,5.502,240.443,22.911,1.45,0.021,0.014,0.392,,,,
381,381,2022-07-19 00:00:00,21.072,8.24,6.003,238.992,39.755,1.274,0.017,0.013,0.285,,,,
382,382,2022-07-18 16:00:00,21.353,8.44,6.435,236.039,76.193,0.838,0.016,0.011,0.16,,,,
383,383,2022-07-18 12:00:00,21.153,8.33,6.154,237.376,155.92,0.905,0.018,0.01,0.154,,,,
384,384,2022-07-18 08:00:00,21.042,8.28,6.108,237.017,85.133,1.011,0.02,0.01,0.207,,,,
385,385,2022-07-18 04:00:00,21.094,8.35,6.436,233.557,112.361,0.925,0.014,0.011,0.123,,,,
386,386,2022-07-18 00:00:00,21.195,8.4,6.742,232.275,101.286,1.131,0.019,0.011,0.215,,,,
387,387,2022-07-17 20:00:00,21.266,8.46,6.947,229.409,204.781,0.748,0.024,0.01,0.151,,,,
388,388,2022-07-17 16:00:00,21.319,8.52,7.13,229.387,135.589,1.076,0.016,0.012,0.194,,,,
389,389,2022-07-17 12:00:00,21.043,8.37,6.645,232.672,158.215,0.765,0.021,0.008,0.168,,,,
390,390,2022-07-17 08:00:00,20.907,8.27,6.579,233.543,285.385,0.87,0.024,0.012,0.179,,,,
391,391,2022-07-17 04:00:00,20.961,8.39,6.764,232.443,209.734,0.75,0.019,0.01,0.209,,,,
392,392,2022-07-17 00:00:00,20.984,8.5,7.235,228.867,418.277,0.904,0.018,0.011,0.192,,,,
393,393,2022-07-16 20:00:00,21.073,8.41,6.94,230.885,76.454,0.971,0.025,0.009,0.203,,,,
394,394,2022-07-16 16:00:00,21.156,8.5,7.036,231.761,51.987,0.971,0.015,0.011,0.195,,,,
395,395,2022-07-16 12:00:00,20.934,8.33,6.376,236.518,45.262,0.971,0.018,0.011,0.231,,,,
396,396,2022-07-16 08:00:00,20.793,8.24,6.283,237.46,51.898,0.971,0.022,0.009,0.22,,,,
397,397,2022-07-16 04:00:00,20.849,8.32,6.254,237.204,36.719,0.971,0.023,0.01,0.19,,,,
398,398,2022-07-16 00:00:00,20.967,8.38,6.718,233.149,28.381,0.971,0.019,0.008,0.156,,,,
399,399,2022-07-15 20:00:00,21.043,8.49,6.968,231.149,45.458,0.971,0.017,0.013,0.271,,,,
400,400,2022-07-15 16:00:00,21.04,8.51,7.3,231.141,37.12,0.971,0.015,0.01,0.143,,,,
401,401,2022-07-15 12:00:00,20.876,8.4,6.728,234.229,70.859,0.971,0.014,0.009,0.16,,,,
402,402,2022-07-15 08:00:00,20.783,8.32,6.28,236.822,21.708,0.971,0.014,0.011,0.218,,,,
403,403,2022-07-15 04:00:00,20.771,8.35,6.626,235.671,45.118,0.971,0.012,0.012,0.284,,,,
404,404,2022-07-15 00:00:00,20.904,8.44,7.029,232.373,31.254,0.971,0.019,0.01,0.151,,,,
405,405,2022-07-14 20:00:00,21.018,8.54,7.071,230.818,54.356,0.971,0.023,0.012,0.249,,,,
406,406,2022-07-14 16:00:00,20.931,8.5,7.142,232.625,31.925,0.971,0.015,0.01,0.172,,,,
407,407,2022-07-14 12:00:00,20.849,8.47,6.676,234.559,34.588,1.25,0.011,0.01,0.193,,,,
408,408,2022-07-14 08:00:00,20.567,8.26,6.508,234.689,30.89,0.988,0.022,0.01,0.284,,,,
409,409,2022-07-14 04:00:00,20.593,8.3,6.641,233.209,39.13,1.198,0.018,0.01,0.237,,,,
410,410,2022-07-14 00:00:00,20.676,8.38,6.814,233.457,16.024,1.068,0.016,0.01,0.194,,,,
411,411,2022-07-13 20:00:00,20.625,8.46,7.215,231.03,19.997,0.942,0.015,0.01,0.185,,,,
412,412,2022-07-13 16:00:00,20.631,8.45,7.136,231.896,12.27,1.08,0.023,0.01,0.208,,,,
413,413,2022-07-13 12:00:00,20.483,8.31,6.501,233.747,17.05,1.328,0.033,0.01,0.367,,,,
414,414,2022-07-13 08:00:00,20.427,8.25,6.615,234.55,11.603,1.124,0.02,0.01,0.281,,,,
415,415,2022-07-13 04:00:00,20.438,8.3,6.464,235.063,8.908,0.799,0.02,0.01,0.224,,,,
416,416,2022-07-13 00:00:00,20.458,8.37,6.896,232.219,8.292,0.977,0.019,0.01,0.204,,,,
417,417,2022-07-12 20:00:00,20.518,8.44,7.001,231.816,10.554,1.166,0.021,0.01,0.243,,,,
418,418,2022-07-12 16:00:00,20.496,8.46,6.988,232.351,9.388,1.064,0.014,0.012,0.223,,,,
419,419,2022-07-12 12:00:00,20.431,8.43,6.791,232.803,11.109,1.202,0.009,0.014,0.283,,,,
420,420,2022-07-12 08:00:00,20.415,8.29,6.526,233.977,20.221,1.181,0.039,0.014,0.419,,,,
421,421,2022-07-12 04:00:00,20.424,8.29,6.402,236.298,25.486,1.089,0.017,0.012,0.251,,,,
422,422,2022-07-12 00:00:00,20.427,8.38,6.702,234.137,8.26,0.927,0.016,0.01,0.2,,,,
423,423,2022-07-11 20:00:00,20.431,8.41,6.922,232.108,12.82,0.862,0.029,0.011,0.27,,,,
424,424,2022-07-11 16:00:00,20.439,8.52,6.995,231.595,10.223,1.238,0.015,0.011,0.205,,,,
425,425,2022-07-11 12:00:00,20.409,8.4,6.517,234.543,7.327,0.963,0.007,0.007,0.177,,,,
426,426,2022-07-11 08:00:00,20.369,8.24,6.095,238.186,13.039,1.308,0.016,0.012,0.264,,,,
427,427,2022-07-11 04:00:00,20.398,8.27,6.006,238.038,13.333,1.039,0.016,0.01,0.234,,,,
428,428,2022-07-11 00:00:00,20.4,8.32,6.394,236.736,12.251,1.156,0.014,0.012,0.206,,,,
429,429,2022-07-10 20:00:00,20.41,8.48,6.811,232.687,17.208,1.303,0.011,0.012,0.263,,,,
430,430,2022-07-10 16:00:00,20.413,8.43,6.921,231.257,51.842,1.04,0.017,0.011,0.217,,,,
431,431,2022-07-10 12:00:00,20.41,8.4,6.591,232.913,74.02,1.312,0.017,0.011,0.239,,,,
432,432,2022-07-10 08:00:00,20.395,8.33,6.604,234.079,49.865,1.166,0.014,0.012,0.306,,,,
433,433,2022-07-10 04:00:00,20.401,8.43,6.624,233.65,80.115,1.266,0.017,0.01,0.197,,,,
434,434,2022-07-10 00:00:00,20.41,8.43,6.949,232.142,72.085,0.94,0.018,0.01,0.204,,,,
435,435,2022-07-09 20:00:00,20.411,8.59,7.135,228.629,80.25,1.341,0.004,0.016,0.341,,,,
436,436,2022-07-09 16:00:00,20.413,8.55,7.292,229.722,146.03,0.719,0.011,0.009,0.175,,,,
437,437,2022-07-09 12:00:00,20.408,8.49,6.583,233.945,40.795,1.169,0.008,0.01,0.202,,,,
438,438,2022-07-09 08:00:00,20.359,8.33,6.009,240.617,84.368,1.047,0.021,0.01,0.223,,,,
439,439,2022-07-09 04:00:00,20.395,8.37,6.251,239.819,114.054,1.215,0.022,0.013,0.298,,,,
440,440,2022-07-09 00:00:00,20.304,8.4,6.591,235.492,72.421,0.956,0.022,0.011,0.257,,,,
441,441,2022-07-08 20:00:00,20.368,8.55,7.1,231.586,63.323,0.864,0.01,0.011,0.205,,,,
442,442,2022-07-08 16:00:00,20.395,8.57,6.924,232.441,56.039,0.943,0.015,0.009,0.21,,,,
443,443,2022-07-08 12:00:00,20.395,8.48,6.546,237.49,154.05,0.971,0.009,0.008,0.2,,,,
444,444,2022-07-08 08:00:00,20.26,8.41,6.261,239.081,57.722,1.118,0.016,0.011,0.252,,,,
445,445,2022-07-08 04:00:00,20.367,8.47,6.537,236.939,62.959,1.022,0.004,0.013,0.275,,,,
446,446,2022-07-08 00:00:00,20.201,8.4,6.497,237.755,39.489,1.135,0.024,0.012,0.269,,,,
447,447,2022-07-07 20:00:00,20.063,8.55,6.779,232.694,46.395,1.322,0.013,0.015,0.327,,,,
448,448,2022-07-07 16:00:00,20.004,8.51,7.566,235.19,11.03,5.57,0.451,0.01,0.212,,,,
449,449,2022-07-07 12:00:00,19.836,8.43,6.626,236.654,86.303,0.971,0.016,0.009,0.186,,,,
450,450,2022-07-07 08:00:00,19.664,8.36,6.335,238.841,101.393,0.858,0.025,0.011,0.288,,,,
451,451,2022-07-07 04:00:00,19.681,8.4,6.463,237.224,92.072,1.564,0.016,0.015,0.412,,,,
452,452,2022-07-07 00:00:00,19.744,8.49,6.754,234.927,84.209,0.992,0.014,0.012,0.197,,,,
453,453,2022-07-06 20:00:00,19.836,8.54,6.922,233.916,124.332,0.988,0.009,0.01,0.246,,,,
454,454,2022-07-06 16:00:00,19.9,8.56,6.99,232.281,140.285,0.9,0.005,0.013,0.225,,,,
455,455,2022-07-06 12:00:00,19.855,8.46,6.611,236.016,102.494,1.261,0.001,0.016,0.361,,,,
456,456,2022-07-06 08:00:00,19.723,8.28,6.245,239.626,118.778,1.711,0.0,0.024,0.652,,,,
457,457,2022-07-06 04:00:00,19.753,8.31,6.22,240.05,126.071,1.198,0.022,0.013,0.328,,,,
458,458,2022-07-06 00:00:00,19.783,8.43,6.45,237.958,86.835,1.161,0.015,0.015,0.359,,,,
459,459,2022-07-04 20:00:00,19.743,8.53,6.853,234.82,11.072,0.929,0.002,0.012,0.259,,,,
460,460,2022-07-04 16:00:00,19.835,8.46,6.584,238.773,11.967,0.913,0.005,0.009,0.227,,,,
461,461,2022-07-04 12:00:00,19.693,8.33,6.168,241.465,20.034,1.114,0.025,0.012,0.345,,,,
462,462,2022-07-04 08:00:00,19.552,8.28,6.303,241.128,92.477,1.379,0.026,0.012,0.406,,,,
463,463,2022-07-04 04:00:00,19.549,8.35,6.469,239.936,127.806,1.337,0.019,0.013,0.415,,,,
464,464,2022-07-04 00:00:00,19.517,8.36,6.685,237.593,267.595,1.187,0.023,0.012,0.292,,,,
465,465,2022-07-03 20:00:00,19.555,8.46,6.856,236.111,83.435,1.367,0.005,0.014,0.38,,,,
466,466,2022-07-03 16:00:00,19.607,8.46,6.677,237.363,104.564,1.139,0.01,0.012,0.369,,,,
467,467,2022-07-03 12:00:00,19.463,8.32,6.46,239.865,114.063,1.156,0.015,0.014,0.404,,,,
468,468,2022-07-03 08:00:00,19.353,8.34,6.489,238.773,141.133,1.32,0.012,0.013,0.366,,,,
469,469,2022-07-03 04:00:00,19.381,8.43,6.642,237.434,144.542,0.964,0.006,0.01,0.233,,,,
470,470,2022-07-03 00:00:00,19.44,8.48,6.803,236.222,181.82,0.855,0.006,0.009,0.236,,,,
471,471,2022-07-02 20:00:00,19.498,8.49,6.771,235.76,176.881,0.727,0.01,0.006,0.212,,,,
472,472,2022-07-02 16:00:00,19.514,8.5,6.654,236.688,104.527,1.019,0.012,0.009,0.242,,,,
473,473,2022-07-02 12:00:00,19.35,8.42,6.728,238.454,59.853,0.914,0.02,0.01,0.272,,,,
474,474,2022-07-02 08:00:00,19.273,8.46,6.465,220.681,54.001,1.246,0.02,0.012,0.296,,,,
475,475,2022-07-02 04:00:00,19.359,8.48,6.483,220.547,122.97,0.775,0.017,0.008,0.211,,,,
476,476,2022-07-02 00:00:00,19.458,8.51,6.582,220.202,38.706,0.967,0.017,0.01,0.245,,,,
477,477,2022-07-01 20:00:00,19.49,8.52,6.699,218.873,74.095,1.141,0.017,0.007,0.228,,,,
478,478,2022-07-01 16:00:00,19.469,8.56,6.694,218.491,100.47,1.112,0.013,0.014,0.286,,,,
479,479,2022-07-01 12:00:00,19.397,8.54,6.688,218.868,75.415,1.022,0.013,0.009,0.273,,,,
480,480,2022-07-01 08:00:00,19.418,8.51,6.682,219.452,62.348,1.101,0.008,0.01,0.241,,,,
481,481,2022-07-01 04:00:00,19.51,8.49,6.754,219.135,75.774,1.047,0.008,0.009,0.224,,,,
482,482,2022-07-01 00:00:00,19.562,8.52,6.888,218.091,74.114,1.065,0.006,0.012,0.232,,,,
483,483,2022-06-30 20:00:00,19.601,8.6,6.974,217.899,98.013,1.192,0.068,0.011,0.018,,,,
484,484,2022-06-30 17:07:00,19.69,8.56,6.886,219.237,12.014,2.376,0.062,0.015,0.044,,,,
485,485,2022-06-30 17:02:00,19.683,8.56,6.882,219.37,10.284,1.192,0.068,0.011,0.018,,,,
486,486,2022-06-30 16:17:00,19.664,8.57,6.929,219.352,9.411,2.376,0.062,0.015,0.044,,,,
